second,Q1 Count,Q2 Count,Q3 Count,Q4 Count
3092,44,49,20,26
3093,49,45,21,26
3094,46,44,19,27
3095,36,46,15,28
3096,45,41,16,32
3097,46,52,21,29
3098,49,40,20,28
3099,52,51,21,26
3100,43,44,21,28
3101,42,57,21,23
3102,48,57,19,27
3103,36,53,17,25
3104,45,49,19,25
3105,43,45,18,28
3106,36,59,15,22
3107,37,60,19,21
3108,45,48,20,22
3109,37,58,17,25
3110,42,60,13,23
3111,28,63,12,21
3112,38,51,11,27
3113,34,58,9,26
3114,41,68,9,25
3115,39,59,10,23
3116,44,62,13,20
3117,41,58,14,26
3118,35,56,11,24
3119,43,55,18,28
3120,37,64,13,27
3121,45,43,15,30
3122,48,50,16,21
3123,55,43,20,22
3124,43,54,21,22
3125,45,50,17,22
3126,35,50,14,21
3127,37,52,18,24
3128,37,52,14,21
3129,42,51,15,22
3130,42,66,16,22
3131,50,60,19,22
3132,44,54,19,14
3133,53,54,23,15
3134,57,56,24,14
3135,54,54,21,14
3136,44,51,20,10
3137,44,63,18,15
3138,47,58,19,21
3139,50,55,21,21
3140,45,57,20,18
3141,47,55,19,21
3142,46,55,16,19
3143,35,56,14,24
3144,32,59,15,24
3145,53,63,9,20
3146,47,54,12,20
3147,38,58,12,16
3148,43,66,10,21
3149,35,71,10,20
3150,36,68,12,19
3151,43,64,16,19
3152,46,67,19,17
3153,37,65,20,24
3154,40,62,20,25
3155,39,50,18,27
3156,36,49,25,25
3157,40,43,21,20
3158,32,53,16,19
3159,46,56,15,20
3160,46,51,17,20
3161,37,57,13,23
3162,42,48,16,22
3163,38,61,14,25
3164,48,59,21,26
3165,34,62,22,26
3166,42,51,25,26
3167,47,54,23,23
3168,53,58,26,27
3169,53,51,23,26
3170,52,67,21,25
3171,46,53,25,27
3172,45,57,24,25
3173,47,53,22,24
3174,49,42,25,22
3175,60,52,22,18
3176,49,49,24,21
3177,49,53,20,23
3178,44,43,27,21
3179,49,40,21,22
3180,46,53,23,20
3181,43,51,21,20
3182,41,47,21,19
3183,46,52,21,16
3184,41,42,19,20
3185,54,49,20,17
3186,50,53,14,16
3187,49,53,13,17
3188,39,57,19,20
3189,41,55,13,20
3190,41,51,14,18
3191,45,50,12,20
3192,42,55,10,18
3193,46,44,9,21
3194,45,42,15,23
3195,51,57,10,16
3196,43,41,11,21
3197,50,37,11,19
3198,50,42,12,18
3199,52,51,14,19
3200,37,46,14,20
3201,44,43,15,22
3202,35,44,14,25
3203,38,44,22,24
3204,44,43,21,28
3205,44,55,20,31
3206,44,49,16,28
3207,46,50,15,25
3208,42,52,16,30
3209,36,57,14,27
3210,35,62,13,27
3211,40,52,10,24
3212,48,56,10,25
3213,51,54,11,24
3214,47,55,16,23
3215,52,51,16,28
3216,44,72,13,26
3217,49,62,13,25
3218,55,60,14,21
3219,56,58,13,19
3220,55,56,13,18
3221,56,56,15,18
3222,57,64,18,18
3223,59,54,17,23
3224,50,59,16,23
3225,46,66,16,22
3226,64,61,14,24
3227,50,59,16,26
3228,63,52,16,22
3229,60,52,18,22
3230,52,52,17,25
3231,56,52,16,25
3232,48,55,19,25
3233,44,59,19,27
3234,42,58,15,23
3235,41,61,17,22
3236,39,52,14,27
3237,44,57,16,25
3238,43,55,15,21
3239,47,69,19,26
3240,48,61,18,22
3241,47,54,17,18
3242,43,55,24,19
3243,47,54,21,17
3244,40,57,26,13
3245,49,59,19,21
3246,42,62,21,22
3247,47,61,17,22
3248,48,61,18,23
3249,39,59,17,28
3250,45,52,16,29
3251,48,58,18,24
3252,36,49,13,25
3253,39,53,14,32
3254,41,56,14,28
3255,34,57,11,25
3256,35,58,12,28
3257,40,69,14,34
3258,30,62,12,32
3259,42,55,12,35
3260,41,62,13,31
3261,35,54,16,32
3262,41,55,14,24
3263,36,54,16,26
3264,31,57,14,17
3265,32,56,17,18
3266,44,65,15,19
3267,42,58,16,17
3268,40,52,15,21
3269,38,56,13,20
3270,44,60,15,26
3271,35,76,13,22
3272,35,60,11,22
3273,36,54,12,24
3274,37,64,12,21
3275,45,53,10,20
3276,36,47,6,19
3277,40,61,5,20
3278,42,60,8,20
3279,33,62,6,21
3280,36,63,7,21
3281,41,63,9,23
3282,39,71,5,25
3283,41,64,7,25
3284,38,57,9,29
3285,43,60,9,25
3286,40,61,14,24
3287,44,51,15,25
3288,40,52,25,22
3289,46,57,24,24
3290,43,53,26,27
3291,43,60,23,30
3292,47,54,30,25
3293,40,45,21,27
3294,46,44,25,28
3295,46,51,25,30
3296,37,56,20,33
3297,43,52,19,30
3298,41,59,19,29
3299,35,48,17,35
3300,34,48,15,37
3301,32,49,15,36
3302,33,50,17,33
3303,41,48,18,28
3304,43,45,18,32
3305,40,55,14,26
3306,41,41,11,32
3307,42,56,12,40
3308,42,50,11,31
3309,32,59,9,35
3310,39,44,11,32
3311,42,49,12,33
3312,41,58,12,29
3313,43,58,8,30
3314,31,46,17,32
3315,32,55,18,33
3316,36,47,17,32
3317,45,50,21,21
3318,35,54,18,19
3319,38,54,16,21
3320,45,58,14,26
3321,51,61,18,25
3322,47,61,20,24
3323,36,60,20,29
3324,41,68,21,24
3325,36,47,22,23
3326,45,53,27,21
3327,50,62,28,26
3328,41,54,21,30
3329,38,55,16,30
3330,38,51,16,30
3331,41,48,16,28
3332,47,54,13,34
3333,45,53,9,33
3334,42,49,12,29
3335,34,49,6,28
3336,38,47,5,28
3337,41,47,8,24
3338,37,47,6,22
3339,43,50,4,24
3340,42,46,6,24
3341,47,44,7,25
3342,39,52,3,30
3343,48,53,2,31
3344,43,44,6,25
3345,36,49,11,28
3346,46,48,6,21
3347,44,48,8,21
3348,49,50,9,26
3349,42,48,7,27
3350,48,45,7,24
3351,51,54,7,22
3352,47,48,10,31
3353,53,51,9,27
3354,42,44,17,31
3355,44,53,10,36
3356,44,47,9,30
3357,47,38,11,35
3358,43,47,14,31
3359,43,54,12,35
3360,33,47,11,41
3361,41,51,9,40
3362,41,49,8,39
3363,35,42,7,33
3364,33,47,4,32
3365,34,45,5,34
3366,37,52,4,35
3367,42,41,5,35
3368,37,39,6,31
3369,43,42,8,27
3370,44,42,9,25
3371,35,48,11,22
3372,33,43,8,23
3373,40,51,13,27
3374,38,44,11,27
3375,41,51,7,27
3376,48,43,5,30
3377,44,50,5,21
3378,38,49,8,23
3379,35,45,9,20
3380,43,45,10,19
3381,34,41,12,20
3382,35,43,11,21
3383,39,43,12,23
3384,39,38,11,26
3385,38,42,8,21
3386,38,42,4,25
3387,31,32,9,27
3388,31,36,12,24
3389,30,34,12,26
3390,34,30,14,28
3391,26,40,14,22
3392,35,36,11,26
3393,42,39,9,27
3394,36,27,12,24
3395,38,33,10,27
3396,41,40,10,20
3397,32,40,10,26
3398,35,46,12,21
3399,36,32,12,25
3400,29,36,13,23
3401,28,34,18,23
3402,34,30,15,29
3403,33,34,13,31
3404,31,39,11,33
3405,33,41,11,33
3406,28,35,13,28
3407,39,44,15,26
3408,29,48,18,28
3409,28,43,12,20
3410,29,47,10,24
3411,37,45,11,26
3412,33,48,14,25
3413,37,43,14,27
3414,28,46,15,26
3415,32,39,17,26
3416,37,45,12,27
3417,34,41,12,28
3418,29,39,11,24
3419,39,36,10,27
3420,34,37,14,24
3421,41,31,16,22
3422,41,31,19,23
3423,36,40,20,25
3424,40,47,18,25
3425,38,37,18,23
3426,40,46,17,26
3427,34,45,11,25
3428,31,38,10,28
3429,37,43,10,22
3430,31,47,7,25
3431,39,41,2,27
3432,39,52,4,32
3433,49,43,4,29
3434,39,40,6,37
3435,31,47,8,29
3436,35,43,6,29
3437,34,41,8,28
3438,36,46,14,34
3439,37,42,13,32
3440,40,45,8,32
3441,35,40,14,26
3442,42,38,14,26
3443,47,47,14,27
3444,32,46,11,28
3445,39,46,12,28
3446,34,47,14,27
3447,45,43,11,29
3448,42,51,11,33
3449,47,52,10,28
3450,42,35,13,21
3451,47,44,9,25
3452,54,44,11,21
3453,37,49,8,19
3454,43,47,9,18
3455,50,52,14,14
3456,42,44,11,17
3457,47,52,6,21
3458,51,41,5,19
3459,54,49,9,21
3460,53,47,10,27
3461,43,37,11,27
3462,51,46,11,24
3463,54,46,6,24
3464,59,51,6,22
3465,44,39,7,28
3466,42,42,8,28
3467,49,44,11,28
3468,35,40,11,24
3469,30,39,10,25
3470,36,48,9,23
3471,36,46,7,30
3472,49,42,13,32
3473,48,41,15,34
3474,42,44,13,28
3475,51,49,10,28
3476,47,49,14,31
3477,39,41,12,30
3478,47,42,8,32
3479,52,43,9,28
3480,44,44,9,29
3481,51,46,10,26
3482,50,46,11,25
3483,56,43,12,27
3484,56,52,12,26
3485,58,53,17,23
3486,55,50,16,25
3487,56,41,19,22
3488,57,59,14,19
3489,58,56,13,22
3490,60,44,12,22
3491,50,54,14,27
3492,54,49,15,24
3493,62,53,20,23
3494,53,39,16,22
3495,43,52,11,18
3496,49,49,13,20
3497,39,49,15,19
3498,45,48,13,17
3499,45,47,14,19
3500,48,44,16,15
3501,55,34,16,19
3502,48,44,12,17
3503,38,42,11,23
3504,46,40,11,20
3505,47,48,7,21
3506,51,38,8,27
3507,50,34,6,26
3508,55,41,9,23
3509,54,42,10,21
3510,47,46,8,23
3511,56,37,10,20
3512,54,46,8,24
3513,56,38,6,17
3514,44,50,7,19
3515,51,51,8,19
3516,48,49,11,18
3517,51,50,12,21
3518,59,43,12,22
3519,56,48,13,20
3520,52,48,10,19
3521,49,51,12,24
3522,52,54,6,22
3523,44,45,7,17
3524,46,45,9,12
3525,37,47,9,15
3526,48,42,8,16
3527,47,38,11,17
3528,45,40,11,15
3529,53,46,11,15
3530,48,46,7,20
3531,48,39,8,17
3532,45,44,8,27
3533,46,42,9,23
3534,46,40,8,21
3535,50,43,5,28
3536,39,41,7,24
3537,39,42,10,16
3538,51,35,10,16
3539,46,43,12,16
3540,47,44,10,20
3541,42,46,12,11
3542,49,41,13,11
3543,50,44,10,11
3544,52,34,9,12
3545,52,32,8,20
3546,46,35,7,24
3547,48,27,6,22
3548,38,32,11,28
3549,36,42,10,27
3550,38,33,8,26
3551,39,36,7,26
3552,28,43,9,22
3553,40,43,7,26
3554,29,36,5,22
3555,40,54,10,23
3556,35,44,11,24
3557,41,31,11,24
3558,41,49,11,23
3559,41,48,11,26
3560,46,46,12,28
3561,38,52,10,27
3562,41,53,13,26
3563,45,49,12,29
3564,32,35,13,27
3565,35,37,17,27
3566,45,33,18,29
3567,38,23,19,32
3568,41,25,19,33
3569,37,31,18,41
3570,35,42,17,33
3571,35,33,18,42
3572,41,34,14,36
3573,53,37,12,38
3574,46,40,12,39
3575,45,45,11,39
3576,48,33,11,37
3577,50,39,18,35
3578,37,45,12,40
3579,38,38,11,35
3580,41,38,10,46
3581,49,48,7,32
3582,40,47,6,30
3583,37,52,8,36
3584,40,41,7,37
3585,46,51,8,34
3586,42,41,9,38
3587,43,52,8,30
3588,39,46,11,37
3589,42,41,12,36
3590,35,39,15,37
3591,39,42,20,37
3592,40,40,23,35
3593,47,47,17,36
3594,41,38,16,43
3595,45,32,18,38
3596,47,42,13,34
3597,42,50,16,35
3598,42,43,13,37
3599,44,41,13,38
3600,41,38,11,40
3601,46,44,14,41
3602,48,46,9,39
3603,44,46,10,35
3604,50,39,10,35
3605,47,45,12,35
3606,49,37,15,35
3607,49,46,13,33
3608,49,48,13,30
3609,44,46,11,27
3610,49,36,8,31
3611,45,42,11,26
3612,52,40,9,35
3613,52,40,10,33
3614,46,38,15,32
3615,45,43,15,31
3616,44,45,19,29
3617,50,50,15,29
3618,44,52,14,32
3619,41,40,20,31
3620,50,43,12,33
3621,39,52,15,35
3622,41,55,13,27
3623,39,49,15,25
3624,41,51,15,23
3625,40,45,14,25
3626,50,53,14,27
3627,43,47,11,28
3628,46,38,12,25
3629,48,43,12,21
3630,48,43,12,24
3631,45,46,12,26
3632,44,48,12,31
3633,38,39,12,30
3634,42,40,13,30
3635,48,48,15,29
3636,45,49,11,26
3637,45,46,16,22
3638,42,37,15,22
3639,44,42,15,29
3640,46,36,16,26
3641,46,43,18,24
3642,37,37,16,28
3643,49,40,15,30
3644,52,41,15,27
3645,55,41,14,27
3646,47,46,13,21
3647,47,46,13,22
3648,53,50,12,25
3649,51,50,9,27
3650,38,47,11,30
3651,38,48,14,35
3652,42,58,13,28
3653,44,56,17,30
3654,41,52,17,31
3655,32,56,18,28
3656,31,51,19,27
3657,31,58,15,31
3658,36,59,16,34
3659,41,54,12,29
3660,44,59,16,30
3661,48,58,19,25
3662,48,57,17,29
3663,53,57,19,27
3664,45,50,19,27
3665,47,44,23,20
3666,49,56,23,22
3667,56,59,20,22
3668,45,50,24,19
3669,44,54,23,18
3670,59,50,20,26
3671,42,51,22,26
3672,47,48,17,26
3673,41,52,19,30
3674,49,56,14,32
3675,39,51,17,24
3676,45,45,15,28
3677,53,46,13,26
3678,51,48,10,31
3679,54,54,10,28
3680,55,47,8,34
3681,53,52,9,31
3682,47,51,11,28
3683,52,56,12,25
3684,51,46,12,27
3685,43,47,14,21
3686,49,50,16,25
3687,45,42,18,24
3688,42,47,15,24
3689,53,44,15,21
3690,55,49,12,18
3691,56,51,12,16
3692,48,52,9,15
3693,43,49,11,16
3694,54,50,12,17
3695,46,45,9,22
3696,41,46,11,19
3697,53,49,13,24
3698,48,46,13,28
3699,42,45,12,27
3700,44,40,17,26
3701,31,52,14,22
3702,41,47,14,22
3703,46,54,11,20
3704,43,52,13,20
3705,44,47,13,23
3706,41,44,11,25
3707,48,43,10,20
3708,39,50,11,25
3709,57,46,9,29
3710,41,46,11,30
3711,45,50,11,26
3712,48,53,6,24
3713,47,40,11,23
3714,40,38,8,23
3715,42,39,8,21
3716,40,45,10,17
3717,48,42,6,17
3718,43,44,10,19
3719,48,41,11,19
3720,55,40,7,16
3721,46,40,8,21
3722,55,45,9,20
3723,52,50,12,17
3724,49,48,8,16
3725,37,48,11,19
3726,45,49,8,19
3727,44,49,9,15
3728,48,36,10,19
3729,47,43,10,19
3730,37,41,11,18
3731,40,43,13,28
3732,38,39,11,33
3733,43,41,11,32
3734,50,46,10,32
3735,36,50,11,28
3736,33,62,10,33
3737,43,54,8,32
3738,40,48,9,28
3739,37,53,11,25
3740,43,56,14,23
3741,37,59,16,20
3742,40,44,20,20
3743,47,56,22,20
3744,44,51,22,21
3745,52,52,25,22
3746,44,59,22,21
3747,44,51,20,21
3748,54,56,21,18
3749,52,53,21,18
3750,44,60,21,18
3751,47,56,19,24
3752,45,49,22,19
3753,50,51,22,20
3754,42,53,24,21
3755,45,44,22,22
3756,50,50,23,19
3757,52,63,23,21
3758,49,50,23,15
3759,50,56,25,15
3760,49,44,21,16
3761,55,54,28,17
3762,49,54,30,13
3763,55,53,25,16
3764,55,54,25,16
3765,63,52,25,19
3766,63,53,24,19
3767,62,56,22,19
3768,53,53,23,26
3769,66,45,27,28
3770,53,46,18,31
3771,57,50,21,33
3772,48,51,20,24
3773,55,49,22,23
3774,40,45,22,25
3775,41,49,24,23
3776,47,50,25,25
3777,42,53,29,21
3778,48,58,24,25
3779,44,50,28,27
3780,52,47,25,25
3781,49,48,20,27
3782,54,47,24,27
3783,52,44,25,25
3784,55,46,25,24
3785,51,49,23,25
3786,53,42,19,18
3787,50,46,18,19
3788,45,46,16,21
3789,58,47,13,26
3790,56,40,15,22
3791,44,44,15,28
3792,51,48,9,25
3793,55,46,9,20
3794,62,44,9,19
3795,54,44,11,16
3796,55,42,9,18
3797,51,49,13,17
3798,40,42,10,16
3799,36,48,8,19
3800,39,38,7,18
3801,34,44,11,21
3802,50,51,7,21
3803,41,39,9,26
3804,39,38,11,31
3805,47,37,13,31
3806,44,45,12,33
3807,39,41,15,31
3808,52,43,17,22
3809,37,43,14,27
3810,46,49,14,26
3811,46,55,16,21
3812,46,53,16,25
3813,52,43,21,22
3814,43,46,23,20
3815,46,44,24,24
3816,55,47,21,24
3817,49,43,16,27
3818,47,50,15,29
3819,45,52,13,28
3820,54,63,9,28
3821,44,57,12,25
3822,48,65,13,28
3823,50,54,14,29
3824,48,61,15,27
3825,54,56,14,27
3826,55,52,15,23
3827,61,52,15,24
3828,50,59,15,20
3829,54,54,12,23
3830,47,54,14,20
3831,47,54,17,21
3832,55,56,21,20
3833,58,63,20,15
3834,53,54,23,15
3835,56,57,21,18
3836,64,52,21,18
3837,64,56,20,11
3838,58,61,14,12
3839,49,58,10,15
3840,58,73,10,15
3841,56,65,8,14
3842,52,67,8,11
3843,58,56,7,11
3844,48,64,8,12
3845,52,66,7,12
3846,58,62,9,15
3847,45,54,5,21
3848,60,60,8,20
3849,57,64,9,23
3850,64,52,12,22
3851,49,57,8,19
3852,53,55,10,16
3853,62,47,11,17
3854,57,48,12,16
3855,64,40,13,18
3856,55,56,12,19
3857,39,52,11,22
3858,52,50,14,17
3859,58,59,12,16
3860,52,55,12,18
3861,60,57,8,19
3862,49,53,8,16
3863,55,52,9,14
3864,64,49,12,13
3865,60,59,12,12
3866,52,61,15,13
3867,57,54,15,12
3868,60,55,14,14
3869,48,47,13,12
3870,52,49,13,11
3871,48,51,9,15
3872,51,50,11,16
3873,46,59,13,14
3874,48,43,12,14
3875,48,44,17,16
3876,56,47,16,17
3877,51,44,17,15
3878,44,56,13,17
3879,42,48,13,27
3880,44,56,13,30
3881,40,49,13,30
3882,47,51,11,28
3883,38,57,14,25
3884,43,42,14,20
3885,47,57,16,17
3886,46,51,16,16
3887,55,50,16,12
3888,53,62,16,12
3889,48,51,17,15
3890,45,63,15,12
3891,44,61,14,16
3892,41,52,17,14
3893,42,62,14,19
3894,47,57,18,15
3895,35,62,23,18
3896,44,59,25,15
3897,46,60,32,11
3898,49,73,25,14
3899,43,55,28,18
3900,35,56,26,21
3901,37,65,20,19
3902,43,61,28,18
3903,45,58,21,23
3904,37,58,21,29
3905,37,63,22,22
3906,44,52,22,27
3907,48,58,19,22
3908,50,56,28,20
3909,47,67,24,22
3910,43,69,19,22
3911,37,62,17,20
3912,40,54,18,19
3913,42,56,21,19
3914,51,57,22,19
3915,39,59,20,17
3916,39,52,19,16
3917,32,58,20,18
3918,30,58,22,17
3919,38,56,22,14
3920,50,56,22,13
3921,48,53,26,10
3922,46,60,29,11
3923,46,68,37,12
3924,44,74,30,11
3925,41,70,31,22
3926,44,64,25,22
3927,32,62,22,24
3928,43,72,20,22
3929,44,63,22,21
3930,45,66,19,17
3931,55,69,22,16
3932,41,62,23,14
3933,51,64,19,17
3934,53,71,16,17
3935,43,69,16,15
3936,43,65,13,20
3937,48,61,14,24
3938,41,58,15,21
3939,36,59,14,23
3940,40,54,15,21
3941,52,55,17,20
3942,44,69,12,13
3943,51,53,10,21
3944,44,53,12,24
3945,49,57,11,22
3946,51,54,15,25
3947,50,46,17,19
3948,45,44,15,19
3949,47,45,12,20
3950,54,47,16,18
3951,49,32,9,22
3952,44,44,17,20
3953,43,45,17,24
3954,45,46,19,16
3955,50,51,16,17
3956,38,58,15,18
3957,49,55,15,18
3958,40,64,17,20
3959,37,69,17,19
3960,41,57,16,18
3961,42,71,17,19
3962,45,73,18,16
3963,48,68,12,16
3964,40,74,18,18
3965,40,70,16,20
3966,37,71,16,18
3967,42,60,18,21
3968,35,68,24,25
3969,37,59,26,23
3970,42,50,26,24
3971,41,59,23,21
3972,48,63,24,19
3973,55,62,20,18
3974,44,52,21,17
3975,47,60,18,18
3976,49,51,17,15
3977,53,54,14,20
3978,42,46,16,19
3979,45,39,15,26
3980,50,57,14,25
3981,44,46,18,23
3982,40,46,20,22
3983,36,52,19,23
3984,53,53,17,19
3985,45,54,12,24
3986,52,47,17,25
3987,47,47,16,19
3988,48,53,18,20
3989,56,54,25,21
3990,60,53,23,22
3991,51,66,18,18
3992,50,57,21,19
3993,52,58,22,14
3994,40,56,23,18
3995,45,54,22,23
3996,47,62,21,25
3997,51,58,15,23
3998,55,63,15,23
3999,60,58,14,26
4000,49,61,16,21
4001,68,58,21,18
4002,63,62,20,20
4003,50,69,22,24
4004,53,59,24,26
4005,63,64,24,27
4006,46,56,24,35
4007,53,64,21,26
4008,46,58,19,30
4009,57,65,17,27
4010,50,71,20,27
4011,43,64,22,24
4012,53,67,24,26
4013,46,58,19,29
4014,51,71,24,26
4015,45,71,24,20
4016,48,69,27,19
4017,38,63,24,21
4018,35,70,28,18
4019,39,88,22,17
4020,32,65,20,19
4021,27,83,20,24
4022,26,75,18,25
4023,38,71,25,20
4024,37,85,18,25
4025,38,78,21,26
4026,35,67,22,25
4027,35,67,20,25
4028,36,58,15,25
4029,27,58,21,24
4030,40,56,21,22
4031,39,66,21,22
4032,36,63,19,20
4033,36,65,16,26
4034,30,66,20,23
4035,41,69,23,20
4036,38,79,21,25
4037,42,82,19,24
4038,32,77,16,25
4039,36,85,18,19
4040,39,84,19,24
4041,42,84,23,25
4042,43,71,20,23
4043,37,76,22,26
4044,46,66,21,25
4045,53,91,25,29
4046,44,72,25,28
4047,54,76,26,27
4048,51,78,25,31
4049,52,77,29,36
4050,56,72,27,35
4051,44,58,24,36
4052,47,65,28,32
4053,39,65,21,33
4054,34,63,21,28
4055,44,67,21,29
4056,46,59,22,28
4057,47,72,23,25
4058,53,63,19,24
4059,43,84,18,29
4060,53,85,16,30
4061,56,74,15,29
4062,53,77,17,27
4063,45,71,22,29
4064,50,73,17,30
4065,53,76,21,25
4066,55,68,25,24
4067,56,69,24,24
4068,59,84,29,20
4069,38,68,26,22
4070,48,82,24,29
4071,38,69,26,31
4072,35,70,20,35
4073,45,77,19,36
4074,47,68,24,37
4075,48,64,25,33
4076,48,66,34,40
4077,65,72,34,39
4078,68,70,32,37
4079,62,64,32,31
4080,59,88,30,42
4081,64,66,26,33
4082,49,71,22,32
4083,55,73,23,41
4084,48,85,21,39
4085,60,75,17,40
4086,67,86,19,33
4087,63,82,16,37
4088,56,82,18,30
4089,58,75,15,30
4090,50,73,25,30
4091,46,75,25,28
4092,49,60,31,29
4093,49,67,29,27
4094,49,64,35,28
4095,43,72,37,26
4096,37,63,41,33
