second,Q1 Count,Q2 Count,Q3 Count,Q4 Count
4097,35,65,46,30
4098,52,49,38,35
4099,36,48,39,31
4100,40,56,33,40
4101,43,54,32,39
4102,46,67,34,37
4103,39,56,31,35
4104,36,54,30,38
4105,46,57,32,27
4106,35,71,27,35
4107,51,66,25,37
4108,48,64,26,32
4109,55,71,29,28
4110,48,65,28,36
4111,61,61,32,28
4112,70,66,28,26
4113,67,73,24,27
4114,68,74,25,29
4115,65,77,24,35
4116,60,83,27,32
4117,58,75,30,32
4118,50,79,23,33
4119,48,78,29,30
4120,60,72,24,38
4121,65,69,27,43
4122,64,60,30,42
4123,59,62,28,41
4124,55,71,26,46
4125,56,57,31,42
4126,49,65,29,42
4127,54,60,31,41
4128,60,66,30,42
4129,52,71,27,42
4130,57,66,26,43
4131,42,71,23,46
4132,46,74,25,40
4133,53,61,25,42
4134,49,67,25,42
4135,61,57,22,44
4136,51,68,28,38
4137,52,56,29,36
4138,64,53,27,31
4139,59,66,28,34
4140,58,72,22,30
4141,64,70,19,32
4142,68,65,21,32
4143,62,69,23,29
4144,62,66,22,26
4145,55,75,18,15
4146,53,81,21,23
4147,58,63,18,21
4148,54,69,21,21
4149,62,79,20,20
4150,64,65,18,26
4151,58,62,22,25
4152,67,65,28,24
4153,61,66,21,30
4154,61,66,22,32
4155,63,72,24,33
4156,62,68,27,27
4157,62,64,26,34
4158,61,64,21,37
4159,55,65,17,37
4160,67,69,21,33
4161,69,68,20,32
4162,65,68,24,28
4163,69,59,24,23
4164,56,64,21,20
4165,55,66,22,19
4166,54,61,21,21
4167,61,49,22,21
4168,62,54,21,24
4169,62,51,22,16
4170,48,58,20,17
4171,48,59,28,20
4172,56,49,31,18
4173,49,48,26,19
4174,54,54,27,27
4175,42,48,22,23
4176,43,54,26,24
4177,53,49,21,32
4178,47,49,20,30
4179,52,50,22,28
4180,37,61,21,32
4181,49,54,22,35
4182,48,50,24,37
4183,49,51,19,34
4184,40,51,17,33
4185,48,39,18,28
4186,47,59,20,33
4187,64,46,19,29
4188,58,53,21,22
4189,64,54,17,25
4190,71,51,17,24
4191,71,58,15,22
4192,64,51,18,20
4193,72,50,19,20
4194,65,55,17,26
4195,71,50,11,24
4196,61,54,12,32
4197,57,48,15,27
4198,79,51,13,27
4199,60,44,14,32
4200,46,48,14,27
4201,48,45,14,31
4202,51,43,14,26
4203,55,48,12,30
4204,58,51,13,27
4205,65,52,17,22
4206,51,55,12,19
4207,40,60,15,20
4208,55,67,12,22
4209,66,61,14,19
4210,50,67,16,16
4211,58,68,14,18
4212,48,63,18,14
4213,52,58,17,13
4214,45,57,20,18
4215,48,53,16,17
4216,51,56,11,19
4217,41,66,10,20
4218,46,62,12,22
4219,46,57,10,23
4220,47,56,14,30
4221,42,59,12,30
4222,49,55,17,26
4223,49,52,23,20
4224,58,53,26,26
4225,48,57,22,20
4226,48,46,18,25
4227,49,53,17,22
4228,45,52,15,21
4229,42,52,16,22
4230,37,55,12,20
4231,57,52,10,24
4232,45,50,7,22
4233,41,57,10,21
4234,42,56,13,24
4235,49,47,13,20
4236,46,54,10,24
4237,61,41,11,17
4238,45,58,10,18
4239,43,61,7,22
4240,48,51,5,17
4241,44,52,7,17
4242,47,44,7,18
4243,53,48,4,20
4244,41,45,8,21
4245,43,50,6,22
4246,48,49,7,28
4247,52,52,9,20
4248,51,52,10,23
4249,43,59,12,19
4250,50,63,13,19
4251,51,63,11,21
4252,31,50,16,19
4253,48,43,12,27
4254,52,52,16,22
4255,41,50,18,21
4256,44,49,17,19
4257,52,48,13,20
4258,46,51,9,20
4259,41,48,10,21
4260,50,59,9,24
4261,37,55,9,24
4262,43,54,9,29
4263,48,57,6,29
4264,35,57,6,31
4265,38,56,7,33
4266,36,58,8,34
4267,46,65,6,33
4268,34,63,6,30
4269,49,68,5,25
4270,49,65,4,24
4271,54,75,2,26
4272,51,64,2,23
4273,43,63,7,23
4274,49,66,7,18
4275,42,54,8,20
4276,51,52,12,19
4277,49,55,14,22
4278,48,57,10,24
4279,39,58,9,24
4280,47,64,11,27
4281,46,67,10,23
4282,46,65,8,23
4283,41,55,9,22
4284,48,54,6,17
4285,49,60,10,20
4286,44,60,9,20
4287,37,62,10,18
4288,39,67,11,15
4289,39,60,13,18
4290,55,58,11,18
4291,50,60,13,15
4292,52,72,7,15
4293,49,75,10,21
4294,45,69,7,23
4295,47,71,7,19
4296,41,78,8,22
4297,48,70,7,18
4298,44,72,7,19
4299,40,80,8,17
4300,45,83,8,22
4301,50,68,11,18
4302,51,81,9,17
4303,37,76,8,19
4304,42,74,12,16
4305,44,68,13,16
4306,42,67,15,21
4307,38,70,17,25
4308,41,72,16,25
4309,42,82,14,25
4310,45,71,10,26
4311,45,76,9,28
4312,32,75,11,27
4313,38,79,9,27
4314,45,64,9,30
4315,44,73,11,30
4316,42,73,8,32
4317,42,68,7,31
4318,50,77,6,23
4319,43,68,14,22
4320,43,75,14,21
4321,38,70,9,19
4322,44,69,15,21
4323,47,69,11,19
4324,41,68,14,17
4325,52,67,13,17
4326,47,77,16,17
4327,52,73,17,17
4328,45,72,16,16
4329,52,69,15,16
4330,39,69,18,16
4331,47,70,15,18
4332,37,71,11,22
4333,40,72,11,22
4334,42,64,8,21
4335,41,73,10,24
4336,34,65,7,21
4337,48,54,10,25
4338,47,61,13,20
4339,45,62,13,24
4340,46,53,17,19
4341,40,59,18,18
4342,43,60,22,17
4343,43,58,17,23
4344,47,64,17,25
4345,56,60,17,19
4346,46,65,11,22
4347,43,63,11,20
4348,41,58,11,22
4349,34,54,10,23
4350,39,63,14,23
4351,33,62,17,25
4352,39,62,19,20
4353,39,53,20,22
4354,36,53,23,21
4355,38,45,26,22
4356,42,57,26,18
4357,40,57,29,21
4358,46,54,27,17
4359,45,62,25,19
4360,40,55,19,16
4361,47,57,21,22
4362,41,61,20,22
4363,51,56,21,21
4364,53,53,18,22
4365,48,57,17,26
4366,41,64,17,32
4367,46,58,19,31
4368,43,55,19,29
4369,51,61,15,28
4370,45,62,14,28
4371,50,56,17,21
4372,46,46,15,18
4373,44,48,14,20
4374,47,43,15,24
4375,56,41,18,22
4376,36,40,22,23
4377,33,39,20,23
4378,42,49,20,26
4379,33,42,20,22
4380,41,38,18,24
4381,39,38,22,21
4382,40,45,20,29
4383,46,46,22,33
4384,35,58,16,30
4385,33,57,13,29
4386,38,50,17,26
4387,40,46,15,32
4388,41,48,12,30
4389,41,55,13,32
4390,41,45,14,30
4391,49,50,15,36
4392,42,54,17,33
4393,36,54,16,37
4394,28,48,18,28
4395,35,49,19,27
4396,40,47,23,35
4397,36,47,27,32
4398,29,47,27,28
4399,37,43,22,35
4400,35,37,24,33
4401,34,47,22,38
4402,35,38,18,37
4403,41,43,18,39
4404,40,36,20,34
4405,38,39,14,40
4406,32,40,17,33
4407,42,37,16,35
4408,37,42,19,34
4409,45,38,26,30
4410,35,37,24,33
4411,48,30,26,31
4412,48,32,23,30
4413,33,36,23,26
4414,33,35,20,26
4415,48,36,14,24
4416,35,48,17,28
4417,34,50,11,31
4418,40,43,10,29
4419,37,45,9,28
4420,40,55,13,31
4421,45,52,14,35
4422,37,44,11,30
4423,39,42,14,33
4424,32,47,17,27
4425,40,44,11,30
4426,37,47,14,26
4427,38,38,17,31
4428,33,45,13,24
4429,42,52,13,30
4430,46,56,15,27
4431,40,44,14,27
4432,40,45,13,33
4433,47,54,14,29
4434,49,47,8,27
4435,41,54,12,27
4436,43,56,13,24
4437,42,57,14,26
4438,47,55,14,27
4439,44,49,16,24
4440,41,40,15,25
4441,44,45,17,29
4442,38,55,16,26
4443,47,42,15,22
4444,37,47,17,32
4445,39,53,17,28
4446,34,49,20,22
4447,39,48,18,28
4448,39,46,16,26
4449,49,46,18,24
4450,44,49,17,22
4451,37,42,16,24
4452,37,44,14,24
4453,40,43,12,25
4454,45,50,16,26
4455,39,52,14,23
4456,33,51,11,26
4457,38,50,11,24
4458,34,46,9,28
4459,36,38,7,26
4460,42,42,10,28
4461,43,37,14,21
4462,42,40,16,26
4463,33,38,17,23
4464,31,37,15,20
4465,47,38,14,21
4466,44,39,17,23
4467,51,39,14,22
4468,42,53,16,18
4469,49,42,14,22
4470,42,44,15,24
4471,47,48,12,21
4472,54,45,15,21
4473,47,40,15,17
4474,47,46,12,21
4475,40,45,14,19
4476,42,39,17,23
4477,54,43,17,22
4478,48,45,22,26
4479,52,43,16,22
4480,54,41,16,20
4481,48,47,19,18
4482,56,42,15,22
4483,55,46,17,21
4484,45,42,16,18
4485,47,46,21,22
4486,45,45,17,22
4487,49,44,15,23
4488,52,41,16,25
4489,44,42,14,25
4490,51,40,14,25
4491,51,45,13,22
4492,44,47,11,21
4493,42,47,8,21
4494,46,39,10,18
4495,40,42,11,17
4496,43,49,8,19
4497,40,45,9,16
4498,40,44,10,20
4499,40,44,8,19
4500,41,41,8,21
4501,34,44,12,18
4502,30,37,13,15
4503,30,43,12,20
4504,40,42,12,15
4505,28,46,16,17
4506,36,45,19,14
4507,52,35,17,15
4508,40,36,18,18
4509,42,33,18,17
4510,46,35,14,19
4511,35,35,15,21
4512,34,38,12,19
4513,35,48,16,20
4514,40,41,14,23
4515,40,41,14,19
4516,39,46,10,21
4517,40,40,11,20
4518,43,38,11,16
4519,41,41,10,18
4520,33,39,13,15
4521,44,42,16,11
4522,37,35,14,13
4523,33,39,17,13
4524,29,34,16,13
4525,25,36,15,16
4526,31,38,14,14
4527,30,40,13,18
4528,38,34,18,16
4529,39,34,16,15
4530,40,38,13,12
4531,35,37,15,16
4532,38,42,15,12
4533,35,41,14,14
4534,36,40,15,13
4535,37,40,17,14
4536,38,43,13,14
4537,35,43,13,18
4538,38,43,14,16
4539,33,41,12,17
4540,31,33,14,19
4541,28,44,15,19
4542,30,41,15,23
4543,36,33,13,18
4544,36,28,14,15
4545,34,36,14,21
4546,39,38,13,18
4547,30,34,12,20
4548,29,37,15,19
4549,29,30,14,20
4550,27,32,15,21
4551,29,39,15,16
4552,33,37,10,23
4553,33,43,13,25
4554,26,36,16,22
4555,29,38,19,20
4556,30,35,18,23
4557,27,33,19,24
4558,28,35,21,24
4559,29,34,24,21
4560,29,38,20,23
4561,32,37,21,21
4562,31,38,21,20
4563,33,35,20,23
4564,29,38,15,24
4565,26,38,17,22
4566,34,41,15,23
4567,32,38,16,25
4568,26,33,15,28
4569,34,39,13,25
4570,29,34,17,23
4571,27,38,13,28
4572,35,35,14,25
4573,34,37,12,25
4574,31,45,14,23
4575,37,45,17,24
4576,40,41,16,24
4577,43,37,16,19
4578,40,34,20,17
4579,48,36,24,17
4580,36,36,16,15
4581,43,28,21,16
4582,36,33,17,20
4583,39,36,16,25
4584,41,34,13,23
4585,42,33,18,21
4586,41,33,21,24
4587,33,40,20,23
4588,33,40,21,26
4589,35,38,15,26
4590,36,38,15,27
4591,29,39,13,27
4592,28,37,15,25
4593,33,43,14,21
4594,38,44,15,23
4595,42,33,12,24
4596,41,36,17,22
4597,38,31,11,22
4598,33,32,14,21
4599,28,32,13,22
4600,28,31,12,22
4601,37,30,11,20
4602,33,34,13,28
4603,36,29,15,25
4604,40,31,18,20
4605,34,34,14,24
4606,32,28,20,26
4607,31,29,21,28
4608,38,26,17,29
4609,37,30,16,30
4610,42,28,17,23
4611,38,26,18,25
4612,42,27,16,23
4613,43,24,17,22
4614,44,28,18,23
4615,37,26,14,23
4616,34,31,14,27
4617,38,29,12,28
4618,39,26,11,29
4619,40,27,7,24
4620,45,31,8,25
4621,43,31,9,27
4622,45,27,6,27
4623,45,28,7,33
4624,45,31,9,26
4625,38,32,10,28
4626,38,31,5,24
4627,40,29,10,22
4628,38,28,14,22
4629,42,36,16,26
4630,38,30,13,16
4631,35,39,11,22
4632,32,33,10,29
4633,40,32,12,24
4634,34,36,11,22
4635,33,37,12,20
4636,38,30,15,23
4637,28,36,16,23
4638,35,29,15,21
4639,33,38,17,20
4640,37,34,15,19
4641,36,37,16,20
4642,36,35,15,20
4643,26,41,15,21
4644,26,35,15,22
4645,28,38,14,21
4646,32,34,13,19
4647,26,32,11,25
4648,28,37,15,24
4649,31,34,11,22
4650,37,36,12,22
4651,33,37,13,22
4652,28,33,13,23
4653,32,44,8,21
4654,36,34,7,21
4655,34,39,8,22
4656,24,31,10,24
4657,24,32,5,26
4658,25,33,6,26
4659,27,31,7,28
4660,31,34,7,23
4661,33,41,7,23
4662,33,29,8,21
4663,37,32,7,16
4664,36,32,6,14
4665,33,42,7,16
4666,34,36,6,15
4667,30,34,6,18
4668,35,35,9,19
4669,35,32,7,15
4670,35,29,5,15
4671,36,34,5,19
4672,38,32,8,20
4673,40,28,7,16
4674,43,27,8,16
4675,39,29,5,18
4676,31,27,7,19
4677,29,28,7,22
4678,33,21,9,24
4679,37,24,6,21
4680,29,31,8,20
4681,34,30,8,20
4682,31,32,9,18
4683,37,31,8,15
4684,36,31,8,15
4685,41,31,6,16
4686,39,29,9,17
4687,41,31,9,16
4688,41,36,12,18
4689,44,29,8,17
4690,43,29,9,18
4691,39,33,8,15
4692,44,32,7,18
4693,42,37,12,18
4694,47,30,11,18
4695,47,26,9,20
4696,39,29,9,23
4697,43,30,10,19
4698,36,33,10,21
4699,38,32,7,23
4700,35,32,6,22
4701,35,32,10,19
4702,45,38,4,20
4703,45,32,7,19
4704,41,31,10,21
4705,50,33,8,18
4706,45,35,8,19
4707,44,33,5,19
4708,40,34,7,17
4709,49,35,7,18
4710,36,43,10,19
4711,40,39,9,15
4712,41,37,10,17
4713,34,39,11,16
4714,31,36,10,11
4715,36,32,12,13
4716,37,35,8,14
4717,33,33,7,13
4718,34,30,8,13
4719,37,35,13,10
4720,30,26,12,12
4721,28,31,12,13
4722,38,30,12,13
4723,35,29,14,13
4724,34,28,14,14
4725,34,30,11,18
4726,38,32,8,18
4727,39,24,7,18
4728,42,32,9,12
4729,36,28,8,14
4730,35,30,8,17
4731,33,31,11,17
4732,41,29,8,18
4733,28,32,11,18
4734,26,25,9,11
4735,33,32,8,15
4736,29,32,9,13
4737,35,26,9,16
4738,33,30,7,15
4739,37,31,6,13
4740,35,36,10,10
4741,44,37,5,9
4742,41,40,5,9
4743,43,38,3,9
4744,42,38,4,8
4745,42,34,5,9
4746,40,33,4,9
4747,31,35,8,9
4748,38,32,7,9
4749,40,33,4,9
4750,38,31,5,9
4751,48,30,4,7
4752,38,29,2,8
4753,41,25,4,11
4754,37,25,1,12
4755,39,26,2,14
4756,41,25,4,12
4757,36,27,6,10
4758,32,29,4,9
4759,39,28,4,9
4760,39,25,5,10
4761,33,27,4,12
4762,39,23,3,10
4763,29,29,4,10
4764,30,28,5,9
4765,41,35,4,8
4766,35,28,5,6
4767,34,31,5,9
4768,34,29,5,10
4769,32,30,6,9
4770,37,28,10,7
4771,33,29,11,10
4772,36,30,10,9
4773,28,25,11,10
4774,33,26,4,12
4775,39,23,3,12
4776,33,22,4,14
4777,39,26,4,15
4778,37,26,4,17
4779,35,30,4,15
4780,35,28,5,18
4781,31,22,5,18
4782,37,27,2,17
4783,36,26,5,15
4784,32,35,5,14
4785,37,30,6,12
4786,33,30,5,8
4787,30,26,4,13
4788,29,35,5,14
4789,30,30,7,13
4790,40,29,7,14
4791,31,26,8,15
4792,34,32,6,9
4793,41,30,5,16
4794,34,30,3,16
4795,34,36,5,12
4796,35,32,4,15
4797,34,30,4,12
4798,36,33,5,16
4799,41,34,5,11
4800,33,40,3,13
4801,36,34,5,14
4802,34,38,6,16
4803,41,35,7,12
4804,35,33,5,11
4805,38,39,7,13
4806,27,34,3,15
4807,26,34,6,16
4808,30,32,7,21
4809,37,35,6,17
4810,36,38,6,18
4811,35,32,4,16
4812,39,37,7,15
4813,32,32,7,12
4814,31,31,8,17
4815,35,32,9,15
4816,34,32,10,17
4817,39,33,13,18
4818,30,38,11,18
4819,43,32,15,16
4820,38,32,15,15
4821,36,34,9,15
4822,37,27,9,19
4823,38,24,12,18
4824,36,26,17,19
4825,38,23,14,15
4826,35,25,11,15
4827,34,22,14,18
4828,36,31,10,22
4829,33,22,9,22
4830,36,27,8,25
4831,36,25,10,25
4832,32,24,9,26
4833,32,23,9,26
4834,25,33,9,23
4835,33,33,9,15
4836,35,28,8,17
4837,37,23,11,19
4838,33,29,11,18
4839,31,25,13,16
4840,29,26,11,11
4841,26,27,14,15
4842,25,24,14,15
4843,23,33,15,12
4844,32,33,18,13
4845,27,33,13,12
4846,22,38,15,12
4847,28,39,12,12
4848,24,41,15,16
4849,30,34,13,14
4850,33,38,16,14
4851,32,35,14,12
4852,26,38,18,12
4853,26,35,15,13
4854,27,41,11,17
4855,36,35,8,18
4856,27,38,7,14
4857,25,43,7,14
4858,27,47,10,15
4859,23,38,8,13
4860,28,33,10,17
4861,32,33,8,14
4862,25,40,8,17
4863,25,40,11,16
4864,28,43,12,16
4865,31,38,11,20
4866,27,36,9,17
4867,32,41,12,15
4868,31,34,11,16
4869,28,33,10,13
4870,26,31,8,12
4871,27,36,9,18
4872,24,31,8,19
4873,28,23,9,16
4874,30,27,9,19
4875,23,27,7,18
4876,25,37,9,20
4877,26,33,8,18
4878,31,36,11,19
4879,25,35,8,21
4880,26,33,6,18
4881,28,32,9,18
4882,30,37,10,21
4883,33,35,10,17
4884,27,38,8,19
4885,24,36,5,20
4886,31,30,7,16
4887,30,25,8,20
4888,30,34,8,19
4889,25,28,12,19
4890,28,31,11,18
4891,30,28,11,13
4892,26,28,13,9
4893,31,29,11,9
4894,29,26,11,12
4895,33,28,11,12
4896,29,30,10,13
4897,31,29,10,15
4898,37,28,12,17
4899,34,24,9,17
4900,36,29,9,17
4901,30,29,7,14
4902,28,27,6,14
4903,31,27,8,18
4904,40,34,6,21
4905,29,33,7,20
4906,27,34,6,22
4907,30,37,6,19
4908,30,37,7,15
4909,25,32,7,17
4910,31,36,7,15
4911,28,37,7,13
4912,29,31,5,15
4913,29,26,6,15
4914,34,23,8,18
4915,29,30,8,19
4916,24,34,8,18
4917,29,36,9,19
4918,24,35,9,16
4919,25,33,10,12
4920,28,33,11,14
4921,27,29,13,10
4922,26,28,12,13
4923,24,30,14,14
4924,30,35,9,12
4925,28,39,6,14
4926,29,37,6,15
4927,29,28,6,18
4928,31,29,7,18
4929,27,34,8,16
4930,21,31,8,17
4931,25,27,6,19
4932,26,28,5,15
4933,29,33,4,17
4934,36,30,5,20
4935,29,36,5,22
4936,28,34,6,21
4937,26,30,4,20
4938,31,38,7,22
4939,28,31,7,20
4940,24,35,9,15
4941,26,34,8,20
4942,36,35,11,16
4943,33,36,7,18
4944,30,38,7,19
4945,33,34,7,18
4946,37,39,7,21
4947,34,42,7,18
4948,35,29,10,17
4949,44,35,9,19
4950,37,28,9,17
4951,37,28,10,16
4952,42,31,9,23
4953,32,30,8,22
4954,29,33,5,22
4955,38,32,5,22
4956,29,36,4,21
4957,29,36,7,22
4958,44,36,9,20
4959,37,37,7,20
4960,33,43,7,17
4961,38,35,4,14
4962,34,36,6,13
4963,30,37,7,14
4964,38,38,6,14
4965,29,45,6,14
4966,29,42,5,13
4967,28,49,6,12
4968,27,45,9,10
4969,23,41,14,14
4970,26,44,12,15
4971,24,40,12,11
4972,25,44,11,14
4973,25,46,9,14
4974,27,42,10,19
4975,26,44,9,21
4976,28,45,8,18
4977,32,44,8,20
4978,32,41,11,11
4979,34,37,9,14
4980,32,43,12,11
4981,32,42,9,13
4982,34,42,7,9
4983,27,44,6,13
4984,39,44,6,12
4985,31,52,6,8
4986,27,50,5,11
4987,30,48,5,12
4988,33,47,7,14
4989,31,47,5,14
4990,31,49,4,11
4991,30,44,3,11
4992,25,49,1,11
4993,34,45,1,13
4994,33,49,1,10
4995,30,46,5,13
4996,26,43,6,17
4997,29,39,7,16
4998,26,42,6,21
4999,20,39,6,24
5000,27,47,7,18
5001,27,40,8,20
5002,30,45,12,15
5003,29,44,9,13
5004,18,48,9,14
5005,30,51,7,19
5006,29,40,10,15
5007,35,42,13,13
5008,35,40,12,15
5009,32,42,14,17
5010,24,45,13,12
5011,32,38,11,9
5012,34,42,10,12
5013,27,41,8,8
5014,26,52,12,10
5015,24,40,9,9
5016,20,42,8,12
5017,29,42,7,14
5018,34,46,6,13
5019,30,50,5,13
5020,28,44,4,11
5021,23,49,4,11
5022,29,51,5,11
5023,23,45,4,11
5024,34,40,5,10
5025,26,45,5,11
5026,31,44,6,13
5027,24,42,7,13
5028,32,45,6,11
5029,28,41,6,14
5030,24,37,7,12
5031,28,45,6,16
5032,27,40,4,12
5033,26,37,4,15
5034,34,39,6,22
5035,23,45,8,23
5036,29,37,7,22
5037,28,33,13,18
5038,27,43,11,17
5039,26,43,9,15
5040,28,42,8,16
5041,29,40,8,13
5042,25,51,9,13
5043,26,34,8,16
5044,26,40,7,17
5045,23,43,9,15
5046,25,44,10,13
5047,27,48,6,15
5048,34,38,6,11
5049,23,38,6,11
5050,27,39,3,12
5051,25,41,6,15
5052,30,40,7,16
5053,28,35,10,19
5054,33,36,8,17
5055,28,26,11,15
5056,33,33,9,15
5057,39,34,9,15
5058,32,28,6,13
5059,30,27,4,16
5060,33,29,9,17
5061,33,29,8,13
5062,33,32,8,13
5063,35,25,7,13
5064,32,27,7,18
5065,30,31,8,18
5066,33,28,7,20
5067,32,35,8,19
5068,25,26,5,20
5069,28,35,6,18
5070,26,35,10,16
5071,32,34,5,11
5072,30,34,6,10
5073,36,35,6,11
5074,38,37,9,14
5075,26,41,7,15
5076,28,45,5,12
5077,27,27,6,12
5078,34,32,8,15
5079,38,27,7,16
5080,30,36,6,19
5081,33,42,6,22
5082,30,33,8,19
5083,33,37,5,12
5084,30,36,7,12
5085,35,37,6,16
5086,32,32,6,15
5087,28,39,6,14
5088,38,36,5,11
5089,27,39,6,12
5090,31,35,8,8
5091,35,34,6,9
5092,30,32,5,11
5093,36,30,10,12
5094,31,30,5,9
5095,31,32,9,9
5096,30,32,6,8
5097,33,37,7,9
5098,33,35,6,8
5099,35,33,7,9
5100,34,32,5,8
5101,26,35,8,11
5102,29,30,6,12
5103,32,28,4,12
5104,34,32,3,11
5105,32,32,4,9
5106,35,33,5,13
5107,30,30,5,7
5108,29,27,8,9
5109,37,28,4,7
5110,40,32,5,9
5111,41,32,6,14
5112,35,28,4,15
5113,28,26,5,13
5114,35,35,2,12
5115,35,31,2,12
5116,37,31,4,11
5117,31,33,3,10
5118,27,30,3,10
5119,28,34,2,11
5120,28,32,3,7
